time[YYYY-MM-DD hh:mm:ss PST], water_temperature
"2013/09/26 01:47:44", 18.256
"2013/09/26 01:47:59", 18.259
"2013/09/26 01:48:14", 18.258
"2013/09/26 01:48:29", 18.254
"2013/09/26 01:48:44", 18.258
"2013/09/26 01:48:59", 18.254
"2013/09/26 01:49:14", 18.254
"2013/09/26 01:49:30", 18.257
"2013/09/26 01:49:45", 18.259
"2013/09/26 01:50:00", 18.256
"2013/09/26 01:50:14", 18.257
"2013/09/26 01:50:29", 18.255
"2013/09/26 01:50:44", 18.256
"2013/09/26 01:50:59", 18.255
"2013/09/26 01:51:15", 18.258
"2013/09/26 01:51:29", 18.256
"2013/09/26 01:51:44", 18.262
"2013/09/26 01:51:59", 18.255
"2013/09/26 01:52:14", 18.263
"2013/09/26 01:52:29", 18.259
"2013/09/26 01:52:44", 18.258
"2013/09/26 01:52:59", 18.252
"2013/09/26 01:53:14", 18.253
"2013/09/26 01:53:29", 18.258
"2013/09/26 01:53:44", 18.250
"2013/09/26 01:53:59", 18.254
"2013/09/26 01:54:14", 18.246
"2013/09/26 01:54:29", 18.255
"2013/09/26 01:54:44", 18.251
"2013/09/26 01:54:59", 18.242
"2013/09/26 01:55:14", 18.243
"2013/09/26 01:55:29", 18.238
"2013/09/26 01:55:44", 18.239
"2013/09/26 01:55:59", 18.234
"2013/09/26 01:56:14", 18.238
"2013/09/26 01:56:29", 18.237
"2013/09/26 01:56:44", 18.215
"2013/09/26 01:56:59", 18.242
"2013/09/26 01:57:14", 18.223
"2013/09/26 01:57:29", 18.230
"2013/09/26 01:57:45", 18.237
"2013/09/26 01:58:00", 18.234
"2013/09/26 01:58:15", 18.223
"2013/09/26 01:58:29", 18.228
"2013/09/26 01:58:44", 18.209
"2013/09/26 01:58:59", 18.223
"2013/09/26 01:59:14", 18.226
"2013/09/26 01:59:29", 18.219
"2013/09/26 01:59:44", 18.214
"2013/09/26 01:59:59", 18.214
"2013/09/26 02:00:14", 18.207
"2013/09/26 02:00:29", 18.198
"2013/09/26 02:00:44", 18.203
"2013/09/26 02:00:59", 18.212
"2013/09/26 02:01:14", 18.195
"2013/09/26 02:01:29", 18.196
"2013/09/26 02:01:44", 18.222
"2013/09/26 02:01:59", 18.218
"2013/09/26 02:02:14", 18.207
"2013/09/26 02:02:29", 18.207
"2013/09/26 02:02:44", 18.214
"2013/09/26 02:02:59", 18.210
"2013/09/26 02:03:14", 18.213
"2013/09/26 02:03:29", 18.197
"2013/09/26 02:03:44", 18.198
"2013/09/26 02:03:59", 18.190
"2013/09/26 02:04:14", 18.186
"2013/09/26 02:04:29", 18.201
"2013/09/26 02:04:44", 18.195
"2013/09/26 02:04:59", 18.189
"2013/09/26 02:05:14", 18.175
"2013/09/26 02:05:29", 18.202
"2013/09/26 02:05:44", 18.195
"2013/09/26 02:05:59", 18.191
"2013/09/26 02:06:15", 18.203
"2013/09/26 02:06:30", 18.185
"2013/09/26 02:06:44", 18.225
"2013/09/26 02:06:59", 18.210
"2013/09/26 02:07:14", 18.201
"2013/09/26 02:07:29", 18.169
"2013/09/26 02:07:44", 18.173
"2013/09/26 02:07:59", 18.205
"2013/09/26 02:08:14", 18.206
"2013/09/26 02:08:29", 18.219
"2013/09/26 02:08:44", 18.172
"2013/09/26 02:08:59", 18.176
"2013/09/26 02:09:14", 18.156
"2013/09/26 02:09:29", 18.171
"2013/09/26 02:09:44", 18.159
"2013/09/26 02:09:59", 18.185
"2013/09/26 02:10:14", 18.178
"2013/09/26 02:10:29", 18.136
"2013/09/26 02:10:44", 18.144
"2013/09/26 02:10:59", 18.145
"2013/09/26 02:11:14", 18.119
"2013/09/26 02:11:29", 18.154
"2013/09/26 02:11:44", 18.124
"2013/09/26 02:11:59", 18.105
"2013/09/26 02:12:14", 18.152
"2013/09/26 02:12:29", 18.128
"2013/09/26 02:12:44", 18.100
"2013/09/26 02:12:59", 18.157
"2013/09/26 02:13:14", 18.125
"2013/09/26 02:13:29", 18.132
"2013/09/26 02:13:44", 18.119
"2013/09/26 02:13:59", 18.125
"2013/09/26 02:14:14", 18.140
"2013/09/26 02:14:30", 18.110
"2013/09/26 02:14:45", 18.114
"2013/09/26 02:14:59", 18.074
"2013/09/26 02:15:14", 18.058
"2013/09/26 02:15:29", 18.023
"2013/09/26 02:15:44", 17.986
"2013/09/26 02:15:59", 17.942
"2013/09/26 02:16:14", 17.935
"2013/09/26 02:16:29", 18.050
"2013/09/26 02:16:44", 17.857
"2013/09/26 02:16:59", 17.912
"2013/09/26 02:17:14", 17.856
"2013/09/26 02:17:29", 17.907
"2013/09/26 02:17:44", 17.809
"2013/09/26 02:17:59", 17.893
"2013/09/26 02:18:14", 17.828
"2013/09/26 02:18:29", 17.840
"2013/09/26 02:18:44", 17.826
"2013/09/26 02:18:59", 17.813
"2013/09/26 02:19:14", 17.797
"2013/09/26 02:19:29", 17.787
"2013/09/26 02:19:44", 17.785
"2013/09/26 02:19:59", 17.775
"2013/09/26 02:20:14", 17.806
"2013/09/26 02:20:29", 17.798
"2013/09/26 02:20:44", 17.746
"2013/09/26 02:20:59", 17.811
"2013/09/26 02:21:14", 17.806
"2013/09/26 02:21:29", 17.773
"2013/09/26 02:21:44", 17.785
"2013/09/26 02:21:59", 17.776
"2013/09/26 02:22:14", 17.742
"2013/09/26 02:22:29", 17.796
"2013/09/26 02:22:45", 17.769
"2013/09/26 02:23:00", 17.715
"2013/09/26 02:23:15", 17.725
"2013/09/26 02:23:29", 17.730
"2013/09/26 02:23:44", 17.792
"2013/09/26 02:23:59", 17.773
"2013/09/26 02:24:14", 17.725
"2013/09/26 02:24:29", 17.730
"2013/09/26 02:24:44", 17.734
"2013/09/26 02:24:59", 17.730
"2013/09/26 02:25:14", 17.738
"2013/09/26 02:25:29", 17.751
"2013/09/26 02:25:44", 17.720
"2013/09/26 02:25:59", 17.726
"2013/09/26 02:26:14", 17.751
"2013/09/26 02:26:29", 17.761
"2013/09/26 02:26:45", 17.741
"2013/09/26 02:26:59", 17.776
"2013/09/26 02:27:14", 17.761
"2013/09/26 02:27:29", 17.771
"2013/09/26 02:27:44", 17.784
"2013/09/26 02:27:59", 17.785
"2013/09/26 02:28:14", 17.791
"2013/09/26 02:28:29", 17.785
"2013/09/26 02:28:44", 17.765
"2013/09/26 02:28:59", 17.752
"2013/09/26 02:29:14", 17.754
"2013/09/26 02:29:29", 17.771
"2013/09/26 02:29:44", 17.749
"2013/09/26 02:29:59", 17.761
"2013/09/26 02:30:14", 17.757
"2013/09/26 02:30:29", 17.730
"2013/09/26 02:30:44", 17.732
"2013/09/26 02:30:59", 17.724
"2013/09/26 02:31:14", 17.725
"2013/09/26 02:31:30", 17.718
"2013/09/26 02:31:44", 17.716
"2013/09/26 02:31:59", 17.735
"2013/09/26 02:32:14", 17.695
"2013/09/26 02:32:29", 17.687
"2013/09/26 02:32:44", 17.707
"2013/09/26 02:32:59", 17.709
"2013/09/26 02:33:14", 17.695
"2013/09/26 02:33:29", 17.692
"2013/09/26 02:33:45", 17.708
"2013/09/26 02:33:59", 17.726
"2013/09/26 02:34:14", 17.710
"2013/09/26 02:34:29", 17.704
"2013/09/26 02:34:44", 17.719
"2013/09/26 02:34:59", 17.672
"2013/09/26 02:35:14", 17.707
"2013/09/26 02:35:29", 17.741
"2013/09/26 02:35:44", 17.687
"2013/09/26 02:35:59", 17.741
"2013/09/26 02:36:14", 17.706
"2013/09/26 02:36:29", 17.747
"2013/09/26 02:36:44", 17.696
"2013/09/26 02:36:59", 17.738
"2013/09/26 02:37:14", 17.739
"2013/09/26 02:37:29", 17.755
"2013/09/26 02:37:44", 17.725
"2013/09/26 02:37:59", 17.744
"2013/09/26 02:38:14", 17.773
"2013/09/26 02:38:29", 17.791
"2013/09/26 02:38:44", 17.792
"2013/09/26 02:38:59", 17.816
"2013/09/26 02:39:14", 17.828
"2013/09/26 02:39:29", 17.856
"2013/09/26 02:39:44", 17.811
"2013/09/26 02:39:59", 17.831
"2013/09/26 02:40:14", 17.872
"2013/09/26 02:40:29", 17.890
"2013/09/26 02:40:44", 17.860
"2013/09/26 02:41:00", 17.907
"2013/09/26 02:41:14", 17.884
"2013/09/26 02:41:29", 17.891
"2013/09/26 02:41:44", 17.968
"2013/09/26 02:41:59", 17.890
"2013/09/26 02:42:14", 17.937
"2013/09/26 02:42:29", 17.927
"2013/09/26 02:42:44", 17.916
"2013/09/26 02:42:59", 17.948
"2013/09/26 02:43:14", 17.930
"2013/09/26 02:43:29", 18.007
"2013/09/26 02:43:44", 17.986
"2013/09/26 02:43:59", 18.003
"2013/09/26 02:44:14", 17.942
"2013/09/26 02:44:29", 17.966
"2013/09/26 02:44:44", 17.904
"2013/09/26 02:44:59", 17.944
"2013/09/26 02:45:14", 17.959
"2013/09/26 02:45:29", 17.913
"2013/09/26 02:45:44", 17.950
"2013/09/26 02:45:59", 17.963
"2013/09/26 02:46:14", 17.947
"2013/09/26 02:46:29", 17.952
"2013/09/26 02:46:44", 17.965
"2013/09/26 02:46:59", 18.003
"2013/09/26 02:47:14", 17.994
"2013/09/26 02:47:29", 17.979
"2013/09/26 02:47:45", 18.009
"2013/09/26 02:48:00", 17.959
"2013/09/26 02:48:14", 17.971
"2013/09/26 02:48:29", 18.034
"2013/09/26 02:48:44", 17.998
"2013/09/26 02:48:59", 18.053
"2013/09/26 02:49:14", 17.997
"2013/09/26 02:49:29", 17.997
"2013/09/26 02:49:44", 18.011
"2013/09/26 02:49:59", 18.001
"2013/09/26 02:50:14", 18.042
"2013/09/26 02:50:29", 18.051
"2013/09/26 02:50:44", 18.010
"2013/09/26 02:50:59", 18.048
"2013/09/26 02:51:14", 18.020
"2013/09/26 02:51:29", 18.005
"2013/09/26 02:51:44", 18.030
"2013/09/26 02:51:59", 18.028
"2013/09/26 02:52:14", 18.064
"2013/09/26 02:52:29", 18.005
"2013/09/26 02:52:44", 18.040
"2013/09/26 02:52:59", 18.066
"2013/09/26 02:53:14", 18.011
"2013/09/26 02:53:29", 18.011
"2013/09/26 02:53:44", 18.023
"2013/09/26 02:53:59", 18.057
"2013/09/26 02:54:14", 17.996
"2013/09/26 02:54:29", 18.019
"2013/09/26 02:54:44", 18.004
"2013/09/26 02:54:59", 17.954
"2013/09/26 02:55:14", 17.981
"2013/09/26 02:55:29", 18.029
"2013/09/26 02:55:44", 17.957
"2013/09/26 02:56:00", 17.972
"2013/09/26 02:56:14", 17.962
"2013/09/26 02:56:29", 17.926
"2013/09/26 02:56:44", 17.942
"2013/09/26 02:56:59", 17.890
"2013/09/26 02:57:14", 17.979
"2013/09/26 02:57:29", 17.958
"2013/09/26 02:57:44", 17.894
"2013/09/26 02:57:59", 17.894
"2013/09/26 02:58:14", 17.912
"2013/09/26 02:58:29", 17.916
"2013/09/26 02:58:44", 17.911
"2013/09/26 02:58:59", 17.921
"2013/09/26 02:59:14", 17.877
"2013/09/26 02:59:29", 17.942
"2013/09/26 02:59:44", 17.872
"2013/09/26 02:59:59", 17.876
"2013/09/26 03:00:14", 17.911
"2013/09/26 03:00:29", 17.918
"2013/09/26 03:00:44", 17.912
"2013/09/26 03:00:59", 17.913
"2013/09/26 03:01:14", 17.922
"2013/09/26 03:01:29", 17.851
"2013/09/26 03:01:44", 17.809
"2013/09/26 03:01:59", 17.894
"2013/09/26 03:02:14", 17.813
"2013/09/26 03:02:29", 17.852
"2013/09/26 03:02:44", 17.843
"2013/09/26 03:02:59", 17.774
"2013/09/26 03:03:14", 17.778
"2013/09/26 03:03:29", 17.780
"2013/09/26 03:03:45", 17.809
"2013/09/26 03:04:00", 17.787
"2013/09/26 03:04:14", 17.751
"2013/09/26 03:04:29", 17.769
"2013/09/26 03:04:44", 17.778
"2013/09/26 03:04:59", 17.755
"2013/09/26 03:05:14", 17.769
"2013/09/26 03:05:29", 17.759
"2013/09/26 03:05:44", 17.770
"2013/09/26 03:05:59", 17.774
"2013/09/26 03:06:14", 17.771
"2013/09/26 03:06:29", 17.776
"2013/09/26 03:06:44", 17.769
"2013/09/26 03:06:59", 17.835
"2013/09/26 03:07:14", 17.792
"2013/09/26 03:07:29", 17.794
"2013/09/26 03:07:44", 17.742
"2013/09/26 03:07:59", 17.755
"2013/09/26 03:08:14", 17.728
"2013/09/26 03:08:29", 17.719
"2013/09/26 03:08:44", 17.720
"2013/09/26 03:08:59", 17.722
"2013/09/26 03:09:14", 17.730
"2013/09/26 03:09:29", 17.737
"2013/09/26 03:09:44", 17.758
"2013/09/26 03:09:59", 17.754
"2013/09/26 03:10:14", 17.736
"2013/09/26 03:10:29", 17.734
"2013/09/26 03:10:44", 17.754
"2013/09/26 03:10:59", 17.740
"2013/09/26 03:11:14", 17.739
"2013/09/26 03:11:29", 17.728
"2013/09/26 03:11:44", 17.753
"2013/09/26 03:11:59", 17.743
"2013/09/26 03:12:15", 17.763
"2013/09/26 03:12:30", 17.770
"2013/09/26 03:12:44", 17.770
"2013/09/26 03:12:59", 17.768
"2013/09/26 03:13:14", 17.758
"2013/09/26 03:13:29", 17.778
"2013/09/26 03:13:44", 17.770
"2013/09/26 03:13:59", 17.778
"2013/09/26 03:14:14", 17.768
"2013/09/26 03:14:29", 17.759
"2013/09/26 03:14:44", 17.796
"2013/09/26 03:14:59", 17.807
"2013/09/26 03:15:14", 17.809
"2013/09/26 03:15:29", 17.817
"2013/09/26 03:15:44", 17.825
"2013/09/26 03:15:59", 17.838
"2013/09/26 03:16:14", 17.831
"2013/09/26 03:16:29", 17.838
"2013/09/26 03:16:44", 17.838
"2013/09/26 03:16:59", 17.851
"2013/09/26 03:17:14", 17.851
"2013/09/26 03:17:29", 17.840
"2013/09/26 03:17:44", 17.835
"2013/09/26 03:17:59", 17.852
"2013/09/26 03:18:14", 17.858
"2013/09/26 03:18:29", 17.843
"2013/09/26 03:18:44", 17.844
"2013/09/26 03:18:59", 17.862
"2013/09/26 03:19:14", 17.852
"2013/09/26 03:19:29", 17.855
"2013/09/26 03:19:44", 17.861
"2013/09/26 03:19:59", 17.835
"2013/09/26 03:20:15", 17.850
"2013/09/26 03:20:29", 17.854
"2013/09/26 03:20:44", 17.851
"2013/09/26 03:20:59", 17.874
"2013/09/26 03:21:14", 17.866
"2013/09/26 03:21:29", 17.870
"2013/09/26 03:21:44", 17.872
"2013/09/26 03:21:59", 17.879
"2013/09/26 03:22:14", 17.888
"2013/09/26 03:22:29", 17.892
"2013/09/26 03:22:44", 17.895
"2013/09/26 03:22:59", 17.898
"2013/09/26 03:23:14", 17.879
"2013/09/26 03:23:30", 17.906
"2013/09/26 03:23:44", 17.877
"2013/09/26 03:23:59", 17.907
"2013/09/26 03:24:14", 17.883
"2013/09/26 03:24:29", 17.867
"2013/09/26 03:24:44", 17.884
"2013/09/26 03:24:59", 17.890
"2013/09/26 03:25:14", 17.884
"2013/09/26 03:25:29", 17.897
"2013/09/26 03:25:44", 17.882
"2013/09/26 03:25:59", 17.859
"2013/09/26 03:26:14", 17.886
"2013/09/26 03:26:29", 17.867
"2013/09/26 03:26:44", 17.886
"2013/09/26 03:26:59", 17.877
"2013/09/26 03:27:14", 17.891
"2013/09/26 03:27:29", 17.882
"2013/09/26 03:27:44", 17.878
"2013/09/26 03:27:59", 17.903
"2013/09/26 03:28:14", 17.890
"2013/09/26 03:28:29", 17.873
"2013/09/26 03:28:44", 17.857
"2013/09/26 03:28:59", 17.889
"2013/09/26 03:29:14", 17.866
"2013/09/26 03:29:29", 17.856
"2013/09/26 03:29:44", 17.872
"2013/09/26 03:29:59", 17.862
"2013/09/26 03:30:14", 17.872
"2013/09/26 03:30:29", 17.863
"2013/09/26 03:30:45", 17.881
"2013/09/26 03:30:59", 17.863
"2013/09/26 03:31:14", 17.873
"2013/09/26 03:31:29", 17.867
"2013/09/26 03:31:44", 17.847
"2013/09/26 03:31:59", 17.860
"2013/09/26 03:32:14", 17.852
"2013/09/26 03:32:29", 17.826
"2013/09/26 03:32:44", 17.839
"2013/09/26 03:32:59", 17.834
"2013/09/26 03:33:14", 17.832
"2013/09/26 03:33:29", 17.811
"2013/09/26 03:33:44", 17.751
"2013/09/26 03:33:59", 17.807
"2013/09/26 03:34:14", 17.738
"2013/09/26 03:34:29", 17.733
"2013/09/26 03:34:44", 17.775
"2013/09/26 03:34:59", 17.739
"2013/09/26 03:35:14", 17.751
"2013/09/26 03:35:29", 17.785
"2013/09/26 03:35:44", 17.743
"2013/09/26 03:36:00", 17.745
"2013/09/26 03:36:15", 17.725
"2013/09/26 03:36:29", 17.730
"2013/09/26 03:36:44", 17.730
"2013/09/26 03:36:59", 17.753
"2013/09/26 03:37:14", 17.741
"2013/09/26 03:37:29", 17.728
"2013/09/26 03:37:45", 17.718
"2013/09/26 03:37:59", 17.735
"2013/09/26 03:38:14", 17.689
"2013/09/26 03:38:29", 17.730
"2013/09/26 03:38:44", 17.703
"2013/09/26 03:38:59", 17.760
"2013/09/26 03:39:14", 17.760
"2013/09/26 03:39:29", 17.732
"2013/09/26 03:39:44", 17.676
"2013/09/26 03:39:59", 17.744
"2013/09/26 03:40:14", 17.727
"2013/09/26 03:40:29", 17.703
"2013/09/26 03:40:44", 17.731
"2013/09/26 03:40:59", 17.701
"2013/09/26 03:41:14", 17.742
"2013/09/26 03:41:29", 17.743
"2013/09/26 03:41:44", 17.741
"2013/09/26 03:41:59", 17.717
"2013/09/26 03:42:14", 17.735
"2013/09/26 03:42:29", 17.724
"2013/09/26 03:42:44", 17.709
"2013/09/26 03:42:59", 17.727
"2013/09/26 03:43:14", 17.705
"2013/09/26 03:43:29", 17.752
"2013/09/26 03:43:44", 17.752
"2013/09/26 03:43:59", 17.708
"2013/09/26 03:44:15", 17.705
"2013/09/26 03:44:29", 17.778
"2013/09/26 03:44:44", 17.789
"2013/09/26 03:45:00", 17.778
"2013/09/26 03:45:14", 17.738
"2013/09/26 03:45:29", 17.776
"2013/09/26 03:45:44", 17.718
"2013/09/26 03:45:59", 17.729
"2013/09/26 03:46:14", 17.711
"2013/09/26 03:46:29", 17.697
"2013/09/26 03:46:44", 17.733
"2013/09/26 03:46:59", 17.704
"2013/09/26 03:47:14", 17.715
"2013/09/26 03:47:29", 17.745
"2013/09/26 03:47:44", 17.748
"2013/09/26 03:47:59", 17.787
"2013/09/26 03:48:14", 17.761
"2013/09/26 03:48:29", 17.684
"2013/09/26 03:48:44", 17.758
"2013/09/26 03:48:59", 17.708
"2013/09/26 03:49:14", 17.755
"2013/09/26 03:49:29", 17.730
"2013/09/26 03:49:44", 17.712
"2013/09/26 03:49:59", 17.753
"2013/09/26 03:50:14", 17.713
"2013/09/26 03:50:29", 17.702
"2013/09/26 03:50:44", 17.747
"2013/09/26 03:50:59", 17.688
"2013/09/26 03:51:14", 17.719
"2013/09/26 03:51:29", 17.669
"2013/09/26 03:51:44", 17.679
"2013/09/26 03:51:59", 17.583
"2013/09/26 03:52:14", 17.655
"2013/09/26 03:52:30", 17.605
"2013/09/26 03:52:45", 17.659
"2013/09/26 03:53:00", 17.671
"2013/09/26 03:53:14", 17.649
"2013/09/26 03:53:29", 17.630
"2013/09/26 03:53:44", 17.702
"2013/09/26 03:53:59", 17.669
"2013/09/26 03:54:14", 17.674
"2013/09/26 03:54:29", 17.627
"2013/09/26 03:54:44", 17.650
"2013/09/26 03:54:59", 17.662
"2013/09/26 03:55:14", 17.695
"2013/09/26 03:55:29", 17.662
"2013/09/26 03:55:44", 17.687
"2013/09/26 03:55:59", 17.687
"2013/09/26 03:56:14", 17.673
"2013/09/26 03:56:29", 17.675
"2013/09/26 03:56:44", 17.696
"2013/09/26 03:56:59", 17.707
"2013/09/26 03:57:14", 17.706
"2013/09/26 03:57:29", 17.742
"2013/09/26 03:57:44", 17.669
"2013/09/26 03:57:59", 17.719
"2013/09/26 03:58:14", 17.713
"2013/09/26 03:58:29", 17.699
"2013/09/26 03:58:44", 17.714
"2013/09/26 03:58:59", 17.686
"2013/09/26 03:59:14", 17.704
"2013/09/26 03:59:29", 17.703
"2013/09/26 03:59:44", 17.688
"2013/09/26 03:59:59", 17.648
"2013/09/26 04:00:14", 17.683
"2013/09/26 04:00:29", 17.672
"2013/09/26 04:00:44", 17.666
"2013/09/26 04:01:00", 17.687
"2013/09/26 04:01:15", 17.687
"2013/09/26 04:01:29", 17.673
"2013/09/26 04:01:44", 17.666
"2013/09/26 04:01:59", 17.655
"2013/09/26 04:02:14", 17.669
"2013/09/26 04:02:29", 17.642
"2013/09/26 04:02:44", 17.640
"2013/09/26 04:02:59", 17.631
"2013/09/26 04:03:14", 17.635
"2013/09/26 04:03:29", 17.655
"2013/09/26 04:03:44", 17.649
"2013/09/26 04:03:59", 17.640
"2013/09/26 04:04:14", 17.643
"2013/09/26 04:04:29", 17.639
"2013/09/26 04:04:44", 17.645
"2013/09/26 04:04:59", 17.605
"2013/09/26 04:05:14", 17.609
"2013/09/26 04:05:29", 17.629
"2013/09/26 04:05:44", 17.631
"2013/09/26 04:05:59", 17.603
"2013/09/26 04:06:14", 17.596
"2013/09/26 04:06:29", 17.602
"2013/09/26 04:06:44", 17.595
"2013/09/26 04:06:59", 17.632
"2013/09/26 04:07:14", 17.619
"2013/09/26 04:07:29", 17.590
"2013/09/26 04:07:44", 17.581
"2013/09/26 04:07:59", 17.572
"2013/09/26 04:08:14", 17.568
"2013/09/26 04:08:29", 17.584
"2013/09/26 04:08:44", 17.610
"2013/09/26 04:08:59", 17.573
"2013/09/26 04:09:14", 17.576
"2013/09/26 04:09:30", 17.573
"2013/09/26 04:09:45", 17.548
"2013/09/26 04:09:59", 17.530
"2013/09/26 04:10:14", 17.569
"2013/09/26 04:10:29", 17.540
"2013/09/26 04:10:44", 17.528
"2013/09/26 04:10:59", 17.547
"2013/09/26 04:11:14", 17.537
"2013/09/26 04:11:29", 17.511
"2013/09/26 04:11:44", 17.527
"2013/09/26 04:11:59", 17.536
"2013/09/26 04:12:14", 17.528
"2013/09/26 04:12:29", 17.540
"2013/09/26 04:12:44", 17.545
"2013/09/26 04:12:59", 17.522
"2013/09/26 04:13:14", 17.526
"2013/09/26 04:13:30", 17.536
"2013/09/26 04:13:44", 17.505
"2013/09/26 04:13:59", 17.519
"2013/09/26 04:14:14", 17.522
"2013/09/26 04:14:29", 17.526
"2013/09/26 04:14:44", 17.508
"2013/09/26 04:14:59", 17.517
"2013/09/26 04:15:14", 17.518
"2013/09/26 04:15:29", 17.510
"2013/09/26 04:15:44", 17.508
"2013/09/26 04:15:59", 17.536
"2013/09/26 04:16:14", 17.509
"2013/09/26 04:16:29", 17.506
"2013/09/26 04:16:44", 17.508
"2013/09/26 04:16:59", 17.509
"2013/09/26 04:17:14", 17.526
"2013/09/26 04:17:30", 17.506
"2013/09/26 04:17:45", 17.482
"2013/09/26 04:17:59", 17.476
"2013/09/26 04:18:14", 17.505
"2013/09/26 04:18:29", 17.500
"2013/09/26 04:18:44", 17.492
"2013/09/26 04:18:59", 17.482
"2013/09/26 04:19:14", 17.498
"2013/09/26 04:19:29", 17.496
"2013/09/26 04:19:44", 17.487
"2013/09/26 04:19:59", 17.510
"2013/09/26 04:20:14", 17.515
"2013/09/26 04:20:30", 17.528
"2013/09/26 04:20:44", 17.528
"2013/09/26 04:20:59", 17.541
"2013/09/26 04:21:14", 17.531
"2013/09/26 04:21:29", 17.520
"2013/09/26 04:21:44", 17.552
"2013/09/26 04:21:59", 17.524
"2013/09/26 04:22:14", 17.536
"2013/09/26 04:22:29", 17.536
"2013/09/26 04:22:44", 17.535
"2013/09/26 04:22:59", 17.524
"2013/09/26 04:23:14", 17.498
"2013/09/26 04:23:29", 17.522
"2013/09/26 04:23:44", 17.500
"2013/09/26 04:23:59", 17.524
"2013/09/26 04:24:14", 17.479
"2013/09/26 04:24:29", 17.478
"2013/09/26 04:24:44", 17.525
"2013/09/26 04:24:59", 17.481
"2013/09/26 04:25:15", 17.473
"2013/09/26 04:25:30", 17.447
"2013/09/26 04:25:45", 17.440
"2013/09/26 04:25:59", 17.470
"2013/09/26 04:26:14", 17.475
"2013/09/26 04:26:29", 17.483
"2013/09/26 04:26:44", 17.466
"2013/09/26 04:26:59", 17.466
"2013/09/26 04:27:14", 17.431
"2013/09/26 04:27:30", 17.480
"2013/09/26 04:27:44", 17.450
"2013/09/26 04:27:59", 17.433
"2013/09/26 04:28:14", 17.468
"2013/09/26 04:28:29", 17.458
"2013/09/26 04:28:44", 17.431
"2013/09/26 04:28:59", 17.439
"2013/09/26 04:29:14", 17.441
"2013/09/26 04:29:29", 17.431
"2013/09/26 04:29:44", 17.456
"2013/09/26 04:29:59", 17.425
"2013/09/26 04:30:14", 17.447
"2013/09/26 04:30:29", 17.450
"2013/09/26 04:30:44", 17.456
"2013/09/26 04:30:59", 17.446
"2013/09/26 04:31:14", 17.457
"2013/09/26 04:31:29", 17.478
"2013/09/26 04:31:44", 17.497
"2013/09/26 04:31:59", 17.518
"2013/09/26 04:32:14", 17.501
"2013/09/26 04:32:29", 17.513
"2013/09/26 04:32:44", 17.493
"2013/09/26 04:32:59", 17.480
"2013/09/26 04:33:14", 17.496
"2013/09/26 04:33:29", 17.512
"2013/09/26 04:33:45", 17.481
"2013/09/26 04:33:59", 17.497
"2013/09/26 04:34:14", 17.516
"2013/09/26 04:34:29", 17.523
"2013/09/26 04:34:59", 17.531
"2013/09/26 04:35:14", 17.530
"2013/09/26 04:35:29", 17.514
"2013/09/26 04:35:44", 17.492
"2013/09/26 04:35:59", 17.503
"2013/09/26 04:36:14", 17.500
"2013/09/26 04:36:29", 17.519
"2013/09/26 04:36:44", 17.506
"2013/09/26 04:36:59", 17.531
"2013/09/26 04:37:14", 17.546
"2013/09/26 04:37:29", 17.536
"2013/09/26 04:37:44", 17.541
"2013/09/26 04:37:59", 17.537
"2013/09/26 04:38:14", 17.567
"2013/09/26 04:38:29", 17.561
"2013/09/26 04:38:44", 17.562
"2013/09/26 04:38:59", 17.550
"2013/09/26 04:39:14", 17.556
"2013/09/26 04:39:29", 17.548
"2013/09/26 04:39:44", 17.576
"2013/09/26 04:39:59", 17.571
"2013/09/26 04:40:14", 17.538
"2013/09/26 04:40:29", 17.555
"2013/09/26 04:40:44", 17.568
"2013/09/26 04:40:59", 17.568
"2013/09/26 04:41:14", 17.578
"2013/09/26 04:41:29", 17.565
"2013/09/26 04:42:00", 17.549
"2013/09/26 04:42:14", 17.559
"2013/09/26 04:42:29", 17.565
"2013/09/26 04:42:44", 17.524
"2013/09/26 04:42:59", 17.567
"2013/09/26 04:43:14", 17.537
"2013/09/26 04:43:29", 17.518
"2013/09/26 04:43:44", 17.556
"2013/09/26 04:43:59", 17.547
"2013/09/26 04:44:14", 17.575
"2013/09/26 04:44:29", 17.542
"2013/09/26 04:44:44", 17.454
"2013/09/26 04:44:59", 17.326
"2013/09/26 04:45:14", 17.149
"2013/09/26 04:45:29", 17.172
"2013/09/26 04:45:44", 17.177
"2013/09/26 04:45:59", 17.265
"2013/09/26 04:46:14", 17.419
"2013/09/26 04:46:29", 17.370
"2013/09/26 04:46:44", 17.265
"2013/09/26 04:46:59", 17.192
"2013/09/26 04:47:14", 17.102
"2013/09/26 04:47:29", 17.238
"2013/09/26 04:47:44", 17.155
"2013/09/26 04:47:59", 17.096
"2013/09/26 04:48:14", 17.124
"2013/09/26 04:48:29", 17.298
"2013/09/26 04:48:44", 17.162
"2013/09/26 04:48:59", 17.092
"2013/09/26 04:49:14", 17.030
"2013/09/26 04:49:29", 17.044
"2013/09/26 04:49:44", 17.125
"2013/09/26 04:49:59", 17.040
"2013/09/26 04:50:15", 17.070
"2013/09/26 04:50:29", 17.085
"2013/09/26 04:50:44", 17.192
"2013/09/26 04:50:59", 17.139
"2013/09/26 04:51:14", 17.238
"2013/09/26 04:51:29", 17.255
"2013/09/26 04:51:44", 17.320
